device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_rail_gauge_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:45.989024,2026-02-04T14:33:34,,23.0,,83.0,860.0,9.0,-2.183511972427368,4.094084739685059,5.228936672210693,6.990782010007576,-5.8434262,-35.1976828,,-15.0,44.0,,19.0,63.14,,441.6,,,0,Etanol,,,0.0,0.8,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:46.988920,2026-02-04T14:33:34,,28.0,,83.0,819.0,8.0,-2.631227731704712,3.773261785507202,7.625532627105713,8.905594406052561,-5.8435861,-35.1976502,,-17.5,44.0,,22.0,63.14,,543.42,,,0,Gasolina,,,0.0,0.6,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:47.988148,2026-02-04T14:33:34,,28.0,,91.0,873.0,10.0,-2.2194249629974365,1.479616641998291,8.202534675598145,8.625351452436268,-5.8435861,-35.1976502,,-15.0,44.0,,20.0,63.14,,583.87,,,0,Gasolina,,,0.0,0.6,75.0,,0.0,0.53,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:48.989056,2026-02-04T14:33:34,,23.0,,76.0,928.0,11.0,-4.60165548324585,1.137245774269104,9.737217903137209,10.829680218305398,-5.8435861,-35.1976502,,-16.0,44.0,,20.0,63.14,,497.76,,,0,Etanol,,,0.0,0.5333333333333333,75.0,,0.0,0.53,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:49.988760,2026-02-04T14:33:34,,21.0,,72.0,908.0,11.0,-2.1116859912872314,1.7046716213226318,6.651092529296875,7.183463989998848,-5.8435861,-35.1976502,,-16.0,44.0,,18.0,63.14,,436.48,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:50.988967,2026-02-04T14:33:34,,32.0,,87.0,1128.0,11.0,-4.903325080871582,2.138022184371948,9.275136947631836,10.707095829724144,-5.8435861,-35.1976502,,-7.0,44.0,,24.0,63.14,,711.22,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:51.989176,2026-02-04T14:33:34,,22.0,,71.0,1128.0,12.0,-5.576095581054688,3.552995204925537,5.846640586853027,8.826087638762635,-5.843665,-35.1977135,,4.5,44.0,,20.0,63.14,,531.76,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.5,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:52.988246,2026-02-04T14:33:34,,25.0,,71.0,1241.0,14.0,-5.537788391113281,1.7860745191574097,11.678915977478027,13.048150859862249,-5.843665,-35.1977135,,12.0,,,22.0,63.14,,670.995,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:53.988957,2026-02-04T14:33:34,,25.0,,77.0,1391.0,16.0,-2.8203697204589844,1.4101848602294922,6.567295074462891,7.2850855379444175,-5.843665,-35.1977135,,15.0,44.0,,21.0,63.14,,736.155,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.5,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:54.988605,2026-02-04T14:33:34,,21.0,,71.0,1469.0,17.0,-6.7708024978637695,2.6431987285614014,8.128314971923828,10.904117124579502,-5.843665,-35.1977135,,15.5,44.0,,21.0,63.14,,678.11,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,0.0,0.6,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:55.989562,2026-02-04T14:33:34,,19.0,,60.0,1523.0,18.0,-0.6440402865409851,4.776432514190674,7.706935405731201,9.08988167147509,-5.843665,-35.1977135,,16.5,44.0,,20.0,63.14,,651.755,,,0,Gasolina,,,0.0,0.9,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:56.989033,2026-02-04T14:33:34,,18.0,,55.0,1557.0,19.0,-2.2625205516815186,4.180276393890381,7.740454196929932,9.083410215930392,-5.8436182,-35.1979373,,16.5,44.0,,20.0,63.14,,634.14,,,0,Gasolina,,,0.0,0.9333333333333332,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:57.988907,2026-02-04T14:33:34,,17.0,,55.0,1557.0,19.0,-4.924872875213623,2.049436569213867,15.088258743286133,16.003440723563056,-5.8436182,-35.1979373,,16.5,44.0,,19.0,63.14,,622.26,,,0,Gasolina,,,0.0,0.9666666666666668,75.0,,0.0,0.6,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:58.988208,2026-02-04T14:33:34,,17.0,,55.0,1595.0,19.0,-0.0071826050989329,3.912125587463379,11.197681427001951,11.861401584236416,-5.8436182,-35.1979373,,17.0,44.0,,20.0,63.14,,622.26,,,0,Gasolina,,,0.0,0.8333333333333334,75.0,,0.0,0.67,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:33:59.989185,2026-02-04T14:33:34,,17.0,,52.0,1611.0,20.0,-1.5921441316604614,4.606443881988525,8.681375503540039,9.955929329166386,-5.8436182,-35.1979373,,16.5,44.0,,19.0,63.14,,668.0350000000001,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:00.989709,2026-02-04T14:33:34,,16.0,,48.0,1600.0,20.0,-0.1747767180204391,3.383007049560547,8.149862289428711,8.825844941714676,-5.8436182,-35.1979373,,6.0,44.0,,19.0,63.14,,631.98,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:01.989169,2026-02-04T14:33:34,,15.0,,43.0,1542.0,19.0,3.5051112174987797,5.39174222946167,9.05247688293457,11.104234626126235,-5.8435877,-35.1981995,,-3.0,44.0,,18.0,63.14,,568.14,,,0,Etanol,,,0.0,0.8333333333333334,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:02.989234,2026-02-04T14:33:34,,10.0,,36.0,1191.0,18.0,-0.6967126727104187,4.793191909790039,8.039729118347168,9.386018406587072,-5.8435877,-35.1981995,,-3.0,44.0,,15.0,63.14,,376.74,,,0,Gasolina,,,0.0,0.7333333333333333,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:03.988842,2026-02-04T14:33:34,,11.0,,,1002.0,18.0,1.05105459690094,3.1531636714935303,8.032546997070312,8.693041364507387,-5.8435877,-35.1981995,,-1.0,44.0,,15.0,63.14,,390.195,,,0,Etanol,,,0.0,0.7333333333333333,75.0,,0.0,0.93,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:04.988702,2026-02-04T14:33:34,,12.0,,46.0,1002.0,17.0,-1.8363527059555051,2.0374655723571777,6.890512466430664,7.416375076089886,-5.8435877,-35.1981995,,-1.5,44.0,,15.0,63.14,,362.79,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,1.0,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:05.988346,2026-02-04T14:33:34,,15.0,,46.0,913.0,14.0,-3.7014358043670654,2.28406834602356,8.192957878112793,9.27589100926093,-5.8435877,-35.1981995,,0.5,44.0,,16.0,63.14,,364.385,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,1.0,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:06.988333,2026-02-04T14:33:34,,15.0,,57.0,861.0,11.0,-3.440467834472656,3.4189200401306152,6.854599475860596,8.397104687647763,-5.8435689,-35.1984226,,-7.0,44.0,,16.0,63.14,,364.385,,,0,Etanol,,,0.0,0.8333333333333334,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:07.988888,2026-02-04T14:33:34,,16.0,,61.0,841.0,11.0,-3.555389642715454,3.246537446975708,7.091625213623047,8.571577980549323,-5.8435689,-35.1984226,,-9.0,44.0,,17.0,63.14,,345.735,,,0,Etanol,,,0.0,0.8,75.0,,0.0,0.87,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:08.988790,2026-02-04T14:33:34,,13.0,,50.0,870.0,11.0,-3.976768970489502,1.2880805730819702,6.878541469573975,8.049110246235182,-5.8435689,-35.1984226,,-9.0,44.0,,15.0,63.14,,272.55,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:09.989416,2026-02-04T14:33:34,,16.0,,67.0,825.0,11.0,-3.337517261505127,1.158793568611145,6.959944248199463,7.805296147075012,-5.8435689,-35.1984226,,-9.0,44.0,,16.0,63.14,,325.61999999999995,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,0.83,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:10.989775,2026-02-04T14:33:34,,14.0,,54.0,825.0,10.0,-4.991910457611084,2.669534921646118,9.126696586608888,10.73974754352789,-5.8435689,-35.1984226,,-18.0,44.0,,15.0,63.14,,279.0,,,0,Etanol,,,0.0,0.9,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:11.988138,2026-02-04T14:33:34,,20.0,,54.0,,9.0,-1.1276689767837524,3.466804027557373,5.226542472839356,6.372371121261086,-5.8436227,-35.198534,,-7.0,44.0,,16.0,63.14,,232.0,,,0,Gasolina,,,0.0,0.6666666666666666,75.0,,0.0,0.6,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:12.992090,2026-02-04T14:33:34,,20.0,,69.0,839.0,8.0,-4.022258758544922,1.3646949529647827,10.857705116271973,11.658932979790965,-5.8436227,-35.198534,,-4.5,44.0,,18.0,63.14,,369.46,,,0,Etanol,,,0.0,0.8,75.0,,0.0,0.67,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:13.996720,2026-02-04T14:33:34,,21.0,,74.0,863.0,7.0,-3.845088005065918,3.567360639572144,10.960655212402344,12.150996929661082,-5.8436227,-35.198534,,-11.5,44.0,,18.0,63.14,,382.655,,,0,Etanol,,,0.0,0.8666666666666667,75.0,,0.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:14.987923,2026-02-04T14:33:34,,31.0,,102.0,864.0,,-3.9600095748901367,3.31118106842041,7.115567684173584,8.790728034079015,-5.8436227,-35.198534,,-17.5,44.0,,48.0,63.14,,877.9200000000001,,,0,Gasolina,,,0.0,0.7333333333333333,75.0,,1.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:15.992764,2026-02-04T14:33:34,,36.0,,105.0,1050.0,9.0,-3.83072280883789,3.976768970489502,7.398083209991455,9.23150929505877,-5.8436227,-35.198534,,-17.5,44.0,,33.0,63.14,,978.75,,,0,Gasolina,,,0.0,0.7666666666666667,75.0,,1.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:16.988758,2026-02-04T14:33:34,,36.0,,93.0,1320.0,9.0,-4.6471452713012695,3.864241600036621,10.565611839294434,12.17211879069006,-5.8437221,-35.1985598,,,44.0,,27.0,63.14,,978.75,,,0,Gasolina,,,0.0,0.7666666666666667,75.0,,1.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:17.989007,2026-02-04T14:33:34,,33.0,,88.0,1320.0,12.0,-4.51067590713501,4.240131378173828,7.55131196975708,9.764590299033497,-5.8437221,-35.1985598,,2.0,44.0,,25.0,63.14,,859.5,,,0,Gasolina,,,0.0,0.7666666666666667,75.0,,1.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:18.989178,2026-02-04T14:33:34,,32.0,,88.0,1403.0,15.0,-5.671864032745361,3.5960910320281982,7.38132381439209,9.979271194305518,-5.8437221,-35.1985598,,12.0,44.0,,25.0,63.14,,917.205,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,1.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:19.989157,2026-02-04T14:33:34,,32.0,,88.0,1568.0,18.0,-4.898536682128906,3.57214903831482,7.309497833251953,9.49656090131638,-5.8437221,-35.1985598,,13.5,45.0,,25.0,63.14,,917.205,,,0,Gasolina,,,0.0,0.9666666666666668,75.0,,1.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:20.988718,2026-02-04T14:33:34,,31.0,,88.0,1724.0,20.0,-2.846705913543701,2.9065608978271484,8.592789649963379,9.50725327208128,-5.8437221,-35.1985598,,15.0,45.0,,25.0,63.14,,996.66,,,0,Gasolina,,,0.0,0.9333333333333332,75.0,,1.0,0.77,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:21.990067,2026-02-04T14:33:34,,30.0,,86.0,1864.0,22.0,0.1412578970193863,5.003881454467773,7.067683219909668,8.660885029881735,-5.8437124,-35.1987683,,15.0,45.0,,25.0,63.14,,1056.0,,,0,Gasolina,,,0.0,0.9333333333333332,75.0,,1.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:22.988079,2026-02-04T14:33:34,,27.0,,83.0,1977.0,22.0,-1.6950948238372805,4.228160381317139,8.712499618530273,9.831497153273755,-5.8437124,-35.1987683,,15.5,45.0,,25.0,63.14,,1069.18,,,0,Gasolina,,,0.0,0.9,75.0,,1.0,0.8,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:23.988902,2026-02-04T14:33:34,,27.0,,82.0,1977.0,24.0,-1.6711528301239014,4.479551315307617,9.528923034667969,10.661121234125948,-5.8437124,-35.1987683,,17.0,45.0,,25.0,63.14,,1069.18,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,1.0,0.8,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:24.988284,2026-02-04T14:33:34,,27.0,,82.0,2097.0,25.0,-2.22660756111145,4.577713489532471,7.94635534286499,9.43704430733083,-5.8437124,-35.1987683,,17.0,45.0,,25.0,63.14,,1069.18,,,0,Gasolina,,,0.0,0.8,75.0,,1.0,0.83,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:25.988634,2026-02-04T14:33:34,,27.0,,,2203.0,26.0,-1.259350061416626,3.4356794357299805,8.528146743774414,9.280040013148549,-5.8437124,-35.1987683,,18.0,45.0,,25.0,63.14,,1069.18,,,0,Gasolina,,,0.0,0.9,75.0,,1.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:26.989257,2026-02-04T14:33:34,,26.0,,72.0,2279.0,28.0,-0.608127236366272,3.181894063949585,9.215282440185549,9.768095977323329,-5.8436746,-35.1990793,,20.0,45.0,,25.0,63.14,,1222.78,,,0,Gasolina,,,0.0,0.8666666666666667,75.0,,1.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:27.989024,2026-02-04T14:33:34,,18.0,,57.0,2250.0,28.0,-0.4668693244457245,3.069366693496704,9.361329078674316,9.86273090905803,-5.8436746,-35.1990793,,20.0,45.0,,22.0,63.14,,1030.1699999999998,,,0,Gasolina,,,0.0,0.7333333333333333,75.0,,1.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:28.989811,2026-02-04T14:33:34,,9.0,,29.0,1808.0,28.0,-0.4022258818149566,2.365471363067627,10.314221382141112,10.589636591937978,-5.8436746,-35.1990793,,3.5,45.0,,16.0,63.14,,712.25,,,0,Gasolina,,,0.0,0.9666666666666668,75.0,,0.0,0.8,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:29.989072,2026-02-04T14:33:34,,9.0,,32.0,1399.0,27.0,-0.1364694982767105,2.293645143508911,9.909601211547852,10.17249370312966,-5.8436746,-35.1990793,,-8.5,45.0,,15.0,63.14,,595.4399999999999,,,0,Gasolina,,,0.0,0.9333333333333332,75.0,,0.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:30.987884,2026-02-04T14:33:34,,7.0,,32.0,1399.0,25.0,-0.2322375625371933,1.479616641998291,10.53688144683838,10.642794290855122,-5.8436746,-35.1990793,,-19.5,45.0,,14.0,63.14,,447.84,,,0,Gasolina,,,0.0,0.9666666666666668,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:31.988355,2026-02-04T14:33:34,,7.0,,31.0,1024.0,19.0,0.119710087776184,1.8148049116134644,9.93593692779541,10.101024205765484,-5.8436338,-35.1994103,,-1.0,45.0,,14.0,63.14,,447.84,,,0,Etanol,,,0.0,0.9333333333333332,75.0,,0.0,0.83,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:32.988721,2026-02-04T14:33:34,,9.0,,40.0,969.0,14.0,1.1228805780410769,0.9576807022094728,7.8960771560668945,8.0328106895711,-5.8436338,-35.1994103,,-1.0,45.0,,14.0,63.14,,339.36,,,0,Etanol,,,0.0,0.8666666666666667,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:33.988124,2026-02-04T14:33:34,,13.0,,50.0,873.0,11.0,-1.173158884048462,2.9951462745666504,7.884106159210205,8.51506505570971,-5.8436338,-35.1994103,,-4.0,45.0,,15.0,63.14,,333.315,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:34.988187,2026-02-04T14:33:34,,15.0,,60.0,839.0,10.0,-1.2713210582733154,1.5658079385757446,9.742006301879885,9.948602842589676,-5.8436338,-35.1994103,,-4.0,,,16.0,63.14,,321.49,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.87,14840.0,1.56,162.0,0.0,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:35.989001,2026-02-04T14:33:34,,15.0,,60.0,839.0,10.0,-0.3208230137825012,4.151545524597168,8.322244644165039,9.305805369032225,-5.8436338,-35.1994103,,-9.0,,,16.0,63.14,,321.49,,,0,Etanol,,,0.0,0.7,81.0,0.0,0.0,0.87,14840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:36.988654,2026-02-04T14:33:34,,44.0,,100.0,839.0,10.0,-4.489128112792969,8.432378768920898,-2.0015525817871094,9.7603020267446,-5.8436153,-35.1995703,,-9.0,45.0,,74.0,63.14,,2224.53,,,0,Gasolina,,,1.0,0.5,81.0,0.0,2.0,0.57,12840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:37.989261,2026-02-04T14:33:34,,42.0,,100.0,1618.0,16.0,3.426102638244629,1.3072341680526731,9.86650562286377,10.525919136299382,-5.8436153,-35.1995703,,7.5,45.0,,32.0,63.14,,1397.22,,,0,Gasolina,,,0.0,1.0,81.0,0.0,1.0,0.73,12840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:38.989770,2026-02-04T14:33:34,,42.0,,98.0,1781.0,20.0,3.533841609954834,2.2433669567108154,7.376535415649414,8.48139178231027,-5.8436153,-35.1995703,,10.5,45.0,,33.0,63.14,,1575.11,,,0,Gasolina,,,0.0,0.9666666666666668,81.0,0.0,2.0,0.83,12840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:39.989549,2026-02-04T14:33:34,,41.0,,95.0,1980.0,23.0,3.1962592601776123,1.7621324062347412,9.682151794433594,10.34723379680905,-5.8436153,-35.1995703,,12.0,45.0,,33.0,63.14,,1549.705,,,0,Gasolina,,,0.0,0.9666666666666668,81.0,0.0,2.0,0.9,12840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:40.988341,2026-02-04T14:33:34,,40.0,,94.0,2275.0,27.0,2.5091233253479004,2.1811177730560303,9.569623947143556,10.130679991564692,-5.8436153,-35.1995703,,10.5,45.0,,31.0,63.14,,1600.2,,,0,Gasolina,,,0.0,0.9666666666666668,81.0,0.0,2.0,0.93,12840.0,2.34,221.0,0.78,Gasolina
,9BWAH5BZ4KP599863,App2Car,2026-02-04T14:34:41.988853,2026-02-04T14:33:34,,39.0,,96.0,2477.0,27.0,2.7030537128448486,1.9249382019042969,9.315838813781738,9.889223390137229,-5.8435816,-35.199828,,10.5,45.0,,36.0,63.14,,1938.75,,,0,Gasolina,,,0.0,0.8666666666666667,81.0,0.0,2.0,0.83,12840.0,2.34,221.0,0.78,Gasolina
