device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,distance_traveled_with_MIL_on,driver_behaviour_label,ethanol_percentage,fuel_model_prediction_prob,fuel_rail_gauge_pressure,fuel_rail_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:20.295096,2026-02-04T14:16:09,14.15,31.0,,71.0,720.0,50.0,0.1675941199064254,0.828393816947937,9.21288776397705,9.25157419343448,-5.8434527,-35.1976564,,3.0,44.0,,13.0,50.98,,525.0,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:21.295246,2026-02-04T14:16:09,14.15,21.0,,43.0,594.6,50.0,-1.6041151285171509,0.7038952708244324,9.684545516967772,9.841700857476171,-5.8434527,-35.1976564,,3.5,44.0,,13.0,50.98,,400.0,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:22.294203,2026-02-04T14:16:09,14.15,24.0,,46.0,565.8,50.0,-0.363918662071228,0.9816226959228516,8.348581314086914,8.413966357650578,-5.8434527,-35.1976564,,3.5,44.0,,13.0,50.98,,389.47,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:23.294627,2026-02-04T14:16:09,14.15,28.0,,53.0,562.1999999999999,50.0,0.7876923680305481,0.4046200811862945,7.398083209991455,7.450893359773058,-5.8434527,-35.1976564,,1.5,44.0,,14.0,50.98,,445.17,,,0,Gasolina,,,1.0,0.5,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:24.294352,2026-02-04T14:16:09,14.15,29.0,,53.0,562.1999999999999,50.0,1.0582371950149536,-0.3711012601852417,12.083536148071287,12.135461587758815,-5.8435956,-35.1976362,,-3.0,44.0,,14.0,50.98,,432.345,,,0,Gasolina,,,1.0,0.5666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:25.294717,2026-02-04T14:16:09,14.15,29.0,,54.0,584.4,50.0,0.6943184733390808,0.2154781520366668,10.101137161254885,10.127264237043953,-5.8435956,-35.1976362,,-3.0,44.0,,14.0,50.98,,432.345,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:26.294030,2026-02-04T14:16:09,14.15,24.0,,47.0,571.8,50.0,0.3543418645858764,-0.0478840321302413,11.05642318725586,11.062203430294538,-5.8435956,-35.1976362,,18.5,44.0,,14.0,50.98,,403.58,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:27.294601,2026-02-04T14:16:09,14.15,27.0,,70.0,651.6,50.0,2.1499931812286377,0.0430956296622753,8.65743350982666,8.920509116059195,-5.8435956,-35.1976362,,18.5,44.0,,14.0,50.98,,435.305,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:28.294646,2026-02-04T14:16:09,14.15,31.0,,80.0,779.4,50.0,-0.5147533416748047,1.0821791887283323,10.63504409790039,10.70234767532657,-5.8435956,-35.1976362,,23.0,44.0,,16.0,50.98,,550.63,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:29.294776,2026-02-04T14:16:09,14.15,33.0,,80.0,779.4,50.0,1.01753568649292,0.7757213711738586,7.7643961906433105,7.86911498989936,-5.8436443,-35.1977572,,22.5,45.0,,18.0,50.98,,697.275,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:30.294237,2026-02-04T14:16:09,14.15,33.0,,80.0,875.4,50.0,-0.181959331035614,0.9864110946655272,10.08437728881836,10.134139398541237,-5.8436443,-35.1977572,,24.0,45.0,,18.0,50.98,,697.275,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:31.294022,2026-02-04T14:16:09,14.15,31.0,,80.0,903.6,50.0,-0.0885854661464691,0.8379706144332886,10.45547866821289,10.489379215040367,-5.8436443,-35.1977572,,24.5,45.0,,18.0,50.98,,749.5699999999999,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:32.294340,2026-02-04T14:16:09,14.15,29.0,,73.0,918.0,50.0,0.7206547260284424,0.4620809257030487,9.797073364257812,9.834404329734244,-5.8436443,-35.1977572,,24.5,45.0,,17.0,50.98,,721.35,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:33.294487,2026-02-04T14:16:09,14.15,18.0,,56.0,918.0,50.0,0.0550666376948356,0.4141969084739685,8.252813339233398,8.263384259842036,-5.8436443,-35.1977572,,33.0,45.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:34.294909,2026-02-04T14:16:09,14.15,18.0,,56.0,936.5999999999999,50.0,-0.1292868852615356,0.2442085742950439,12.100295066833496,12.103449658295558,-5.8436049,-35.1979599,,34.5,46.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:35.294691,2026-02-04T14:16:09,14.15,18.0,,52.0,940.8,50.0,-0.8571242094039917,0.3303998410701751,9.63187313079834,9.675577810814229,-5.8436049,-35.1979599,,33.0,47.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:36.293931,2026-02-04T14:16:09,14.15,19.0,,57.0,961.8,50.0,-0.4668693244457245,1.1540051698684692,9.378087997436523,9.46035038388402,-5.8436049,-35.1979599,,33.5,47.0,,15.0,50.98,,552.24,,,0,Gasolina,,,0.0,0.5333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:37.294899,2026-02-04T14:16:09,14.15,19.0,,56.0,984.5999999999999,50.0,-1.0031704902648926,0.8020575642585754,8.44195556640625,8.539101893882059,-5.8436049,-35.1979599,,33.5,47.0,,15.0,50.98,,552.24,,,0,Gasolina,,,0.0,0.5333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:38.294463,2026-02-04T14:16:09,14.15,14.0,,37.0,916.8,50.0,0.0502782352268695,0.395043283700943,9.136273384094238,9.144948247302636,-5.8436049,-35.1979599,,33.0,47.0,,14.0,50.98,,471.355,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:39.294633,2026-02-04T14:16:09,14.15,12.0,,31.0,916.8,50.0,1.015141487121582,0.9265560507774352,5.906495571136475,6.064297839483355,-5.8435861,-35.1982018,,1.5,47.0,,13.0,50.98,,424.2,,,0,Gasolina,,,1.0,0.7666666666666667,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:40.295237,2026-02-04T14:16:09,14.15,15.0,,31.0,756.0,50.0,-1.8100165128707888,1.05105459690094,7.716512203216553,7.9953383996502305,-5.8435861,-35.1982018,,-1.0,47.0,,13.0,50.98,,409.6,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:41.295152,2026-02-04T14:16:09,14.15,17.0,,34.0,663.6,50.0,-0.8882488012313843,0.8188169598579407,10.742782592773438,10.81049605625181,-5.8435861,-35.1982018,,0.0,47.0,,13.0,50.98,,396.99,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:42.294989,2026-02-04T14:16:09,14.15,17.0,,36.0,649.1999999999999,50.0,1.3646949529647827,0.0454898327589035,9.244012832641602,9.344315645865915,-5.8435861,-35.1982018,,-1.5,47.0,,13.0,50.98,,396.99,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:43.295480,2026-02-04T14:16:09,14.15,18.0,,38.0,588.6,50.0,-0.828393816947937,0.1987187415361404,9.442731857299805,9.481081709544537,-5.8435861,-35.1982018,,1.5,47.0,,13.0,50.98,,393.03,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:44.294280,2026-02-04T14:16:09,14.15,21.0,,42.0,501.0,50.0,-1.01753568649292,0.2920926213264465,10.733205795288086,10.785286441106964,-5.8435608,-35.1984145,,0.0,47.0,,13.0,50.98,,410.58,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:45.295050,2026-02-04T14:16:09,14.15,25.0,,49.0,469.2,50.0,-1.5969325304031372,0.8810662031173706,7.805097579956055,8.01536146368779,-5.8435608,-35.1984145,,0.5,47.0,,13.0,50.98,,394.975,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:46.295087,2026-02-04T14:16:09,14.15,28.0,,51.0,498.59999999999997,50.0,-1.192312479019165,0.5937620401382446,9.167398452758787,9.263657852035458,-5.8435608,-35.1984145,,0.0,47.0,,13.0,50.98,,426.81,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:47.295498,2026-02-04T14:16:09,14.15,28.0,,52.0,483.59999999999997,50.0,-2.5737667083740234,0.5051765441894531,8.978256225585938,9.353532127608602,-5.8435608,-35.1984145,,-1.5,47.0,,13.0,50.98,,426.81,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:48.294787,2026-02-04T14:16:09,14.15,29.0,,54.0,490.2,50.0,2.7557260990142822,0.5937620401382446,9.732429504394531,10.132460893144705,-5.8435608,-35.1984145,,8.0,47.0,,13.0,50.98,,410.67,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:49.294670,2026-02-04T14:16:09,14.15,34.0,,62.0,502.2,50.0,-0.2178723514080047,0.1699883192777633,10.036493301391602,10.040296916878376,-5.843637,-35.198522,,8.0,46.0,,14.0,50.98,,465.57,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:50.294518,2026-02-04T14:16:09,14.15,27.0,,51.0,502.79999999999995,50.0,-1.5155296325683594,0.3663128614425659,8.863334655761719,8.9994286707367,-5.843637,-35.198522,,-8.5,46.0,,13.0,50.98,,363.29,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:51.294715,2026-02-04T14:16:09,14.15,28.0,,51.0,502.79999999999995,50.0,1.070208191871643,-0.1340752989053726,10.831368446350098,10.88493749087767,-5.843637,-35.198522,,-2.5,46.0,,13.0,50.98,,374.15,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:52.293933,2026-02-04T14:16:09,14.15,28.0,,51.0,514.1999999999999,50.0,-2.9065608978271484,0.9648633003234864,9.081207275390623,9.583704034437652,-5.843637,-35.198522,,-1.0,46.0,,14.0,50.98,,383.69000000000005,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:53.296784,2026-02-04T14:16:09,14.15,35.0,,56.0,502.2,50.0,2.7700912952423096,0.8834604024887085,10.160991668701172,10.568805975991676,-5.843637,-35.198522,,20.0,46.0,,18.0,50.98,,527.4,,,0,Gasolina,,,1.0,0.6,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:54.294723,2026-02-04T14:16:09,14.15,35.0,,82.0,766.1999999999999,50.0,-0.8786720037460327,6.114790916442871,10.074800491333008,11.81796671945488,-5.8437076,-35.1985519,,18.0,46.0,,20.0,50.98,,671.785,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:55.295149,2026-02-04T14:16:09,14.15,36.0,,84.0,943.8,50.0,3.6367924213409424,4.623203277587891,6.538564682006836,8.79506087316111,-5.8437076,-35.1985519,,17.0,46.0,,20.0,50.98,,688.17,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:56.294414,2026-02-04T14:16:09,14.15,34.0,,82.0,1060.2,50.0,2.3032219409942627,8.681375503540039,4.094084739685059,9.870797424659496,-5.8437076,-35.1985519,,19.5,46.0,,20.0,50.98,,750.33,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:57.295131,2026-02-04T14:16:09,14.15,36.0,,89.0,874.8,50.0,3.19865345954895,7.603984832763672,6.313509941101074,10.388088229677612,-5.8437076,-35.1985519,,6.5,46.0,,22.0,50.98,,912.41,,,0,Gasolina,,,0.0,0.9,0.0,1.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:58.295425,2026-02-04T14:16:09,14.15,42.0,,94.0,1005.0,50.0,1.556231141090393,7.94635534286499,5.262455463409424,9.657114274147643,-5.8437076,-35.1985519,,5.0,46.0,,27.0,50.98,,1143.45,,,0,Gasolina,,,0.0,0.9666666666666668,0.0,1.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:16:59.298124,2026-02-04T14:16:09,14.15,43.0,,94.0,1085.3999999999999,50.0,0.8331822156906128,8.044517517089844,5.5114521980285645,9.786958670519782,-5.843704,-35.1987441,,7.5,46.0,,28.0,50.98,,1320.125,,,0,Gasolina,,,0.0,1.0,0.0,1.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:00.295518,2026-02-04T14:16:09,14.15,40.0,,93.0,1254.6,50.0,1.400607943534851,7.51779317855835,6.296750545501709,9.90595701178576,-5.843704,-35.1987441,,7.5,46.0,,27.0,50.98,,1330.155,,,0,Gasolina,,,0.0,1.0,0.0,1.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:01.295086,2026-02-04T14:16:09,14.15,44.0,,95.0,908.4,50.0,0.3375824391841888,8.13789176940918,6.004657745361328,10.119049312696871,-5.843704,-35.1987441,,9.0,45.0,,29.0,50.98,,1647.03,,,0,Gasolina,,,0.0,1.0,0.0,2.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:02.296800,2026-02-04T14:16:09,14.15,42.0,,93.0,939.0,50.0,1.7860745191574097,7.690176010131836,5.418078422546387,9.575199373780857,-5.843704,-35.1987441,,3.5,45.0,,27.0,50.98,,1390.62,,,0,Gasolina,,,0.0,0.9666666666666668,0.0,2.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:03.295303,2026-02-04T14:16:09,14.15,38.0,,87.0,939.0,50.0,0.8475474119186401,6.782773494720459,6.177040576934815,9.213044186653592,-5.843704,-35.1987441,,7.5,45.0,,24.0,50.98,,1268.8000000000002,,,0,Gasolina,,,0.0,1.0,0.0,1.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:04.294807,2026-02-04T14:16:09,14.15,30.0,,77.0,981.5999999999999,50.0,1.7717092037200928,6.722918510437012,6.84981107711792,9.759943575284154,-5.8436697,-35.1990721,,21.0,45.0,,18.0,50.98,,979.26,,,0,Gasolina,,,0.0,0.9,0.0,1.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:05.295206,2026-02-04T14:16:09,14.15,22.0,,77.0,998.4,50.0,0.2202665507793426,7.220912456512451,6.229712963104248,9.539361491246572,-5.8436697,-35.1990721,,29.0,45.0,,16.0,50.98,,799.6800000000001,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:06.294608,2026-02-04T14:16:09,14.15,13.0,,63.0,993.0,50.0,0.0167594123631715,6.196194171905518,7.177816867828369,9.48230763485029,-5.8436697,-35.1990721,,34.5,46.0,,14.0,50.98,,611.0,,,0,Gasolina,,,1.0,0.5,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:07.294812,2026-02-04T14:16:09,14.15,13.0,,30.0,883.8,50.0,1.2210428714752195,6.366182327270508,6.892906665802002,9.462102589883996,-5.8436697,-35.1990721,,5.0,46.0,,13.0,50.98,,611.0,,,0,Gasolina,,,0.0,1.0,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:08.294501,2026-02-04T14:16:09,14.15,13.0,,31.0,712.8,50.0,0.2394201755523681,4.122815132141113,9.090784072875977,9.98485261252908,-5.8436697,-35.1990721,,3.5,46.0,,13.0,50.98,,485.16,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:09.294538,2026-02-04T14:16:09,14.15,16.0,,35.0,592.8,50.0,-0.4381389021873474,5.592854976654053,8.7268648147583,10.3744957459416,-5.8436365,-35.199416,,0.5,46.0,,13.0,50.98,,522.48,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:10.295442,2026-02-04T14:16:09,14.15,16.0,,35.0,592.8,50.0,0.7086837291717529,5.781997203826904,6.730101108551025,8.901010348515198,-5.8436365,-35.199416,,0.5,46.0,,13.0,50.98,,522.48,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,0.0,30.2,0.98,11030.0,,-0.78,991.0,-5.47,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:11.295121,2026-02-04T14:16:09,14.11,25.0,,58.0,597.0,50.0,-0.2322375625371933,5.9304375648498535,5.5976433753967285,8.15828630008523,-5.8436365,-35.199416,,0.5,46.0,,13.0,56.47,,537.6800000000001,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.59,1.0,10490.0,,-0.78,991.0,-5.47,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:12.294894,2026-02-04T14:16:09,14.11,36.0,,90.0,881.4,50.0,-0.974440097808838,8.808267593383789,7.15387487411499,11.389163148158277,-5.8436365,-35.199416,,22.5,47.0,,18.0,56.47,,740.6750000000001,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,0.0,30.59,1.0,10490.0,,-0.78,991.0,-5.47,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:13.294829,2026-02-04T14:16:09,14.11,52.0,,101.0,881.4,50.0,-0.1843535304069519,7.3238630294799805,6.536170482635498,9.818069080874952,-5.8436365,-35.199416,,3.0,46.0,,33.0,56.47,,1669.15,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,2.0,30.59,1.0,10490.0,,-0.78,991.0,-5.47,Gasolina
,9BHPC81EBTP234663,App2Car,2026-02-04T14:17:14.294765,2026-02-04T14:16:09,14.11,50.0,,100.0,1152.6,50.0,-1.1994950771331787,7.182605266571045,6.8162922859191895,9.9744898306892,-5.8435933,-35.1996672,,0.5,46.0,,34.0,56.47,,1888.955,,,0,Gasolina,,,0.0,0.9666666666666668,0.0,2.0,30.59,0.97,10490.0,,-0.78,991.0,-5.47,Gasolina
