device,VIN,data_collector,time_sensor,time_session,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,latitude,longitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,,App2Car,2026-02-02T16:02:25.119114,2026-02-02T16:02:09,14.3,35.0,,41.0,5957.110578678739,107.52547545667173,1.6280571222305298,11.21204662322998,0.8403648138046265,11.360755806503771,-5.8436184,-35.1976739,,5.5,37.0,7.4,17.0,50.59,,551.1,,,1,Etanol,,,1.0,0.6666666666666666,68.0,0.0,2.0,0.83,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:26.121154,2026-02-02T16:02:09,14.3,40.0,,51.0,4822.878750504504,98.52218893107687,4.702212333679199,7.996633529663086,4.376600742340088,10.25726974865088,-5.8436184,-35.1976739,,20.0,37.0,10.475000000000001,18.0,50.59,,671.16,,,1,Etanol,,,0.0,0.7,68.0,0.0,2.0,0.7,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:27.119830,2026-02-02T16:02:09,14.3,46.0,,50.0,4293.2160945174355,118.70988808629305,0.6584054827690125,6.981492042541504,0.3758896589279175,7.0225367179887055,-5.8437253,-35.1977375,,18.5,37.0,14.0,18.0,50.59,,833.9649999999999,,,1,Gasolina,,,0.0,0.7333333333333333,68.0,0.0,2.0,0.5,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:28.118706,2026-02-02T16:02:09,14.3,45.0,,49.0,5641.763393159916,114.49723437889816,0.2489969730377197,6.818686485290527,-1.161187767982483,6.921332379663454,-5.8437253,-35.1977375,,26.0,37.0,16.175,19.0,50.59,,924.9,,,1,Gasolina,,,0.0,0.7,68.0,0.0,2.0,0.63,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:29.120586,2026-02-02T16:02:09,14.3,40.0,,47.0,5805.192965034036,91.70772011435064,0.9959878921508788,10.38844108581543,-2.1978771686553955,10.665006522420224,-5.8437253,-35.1977375,,23.5,37.0,25.325000000000003,19.0,50.59,,930.525,,,1,Etanol,,,0.0,0.9666666666666668,68.0,0.0,2.0,0.53,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:30.118055,2026-02-02T16:02:09,14.3,13.0,,23.0,4133.26638718251,116.70381971751975,-0.2705447971820831,9.57441234588623,-0.993593692779541,9.629631077184229,-5.8437253,-35.1977375,,2.5,37.0,25.325000000000003,15.0,50.59,,496.98,,,0,Gasolina,,,0.0,0.8333333333333334,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:31.118843,2026-02-02T16:02:09,14.3,15.0,,32.0,5300.24136456893,90.35345648704728,1.45806884765625,10.17296314239502,-0.2202665507793426,10.279283108000548,-5.8437253,-35.1977375,,26.5,37.0,10.975,17.0,50.59,,531.875,,,1,Gasolina,,,0.0,0.9,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:32.118763,2026-02-02T16:02:09,14.3,33.0,,36.0,4734.435091821355,92.01666958535583,-2.389413356781006,8.753201484680176,1.194706678390503,9.151784332487384,-5.8436966,-35.1979967,,26.5,37.0,10.475000000000001,17.0,50.59,,810.04,,,1,Etanol,,,0.0,0.6333333333333333,68.0,0.0,2.0,0.87,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:33.118516,2026-02-02T16:02:09,14.3,27.0,,31.0,5627.726776956266,102.84395297537456,4.28322696685791,0.1867477297782898,9.955090522766112,10.839037562471304,-5.8436966,-35.1979967,,29.0,37.0,9.05,16.0,50.59,,707.5,,,1,Etanol,,,0.0,0.6,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:34.121523,2026-02-02T16:02:09,14.3,36.0,,33.0,5599.911528309007,89.87945989988455,1.417367458343506,-6.564900875091553,9.318233489990234,11.486354051034844,-5.8436966,-35.1979967,,28.0,37.0,12.475000000000001,18.0,50.59,,918.0,,,1,Etanol,,,0.0,0.6666666666666666,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:35.118988,2026-02-02T16:02:09,14.3,20.0,,33.0,4701.145514943118,80.68838372068485,1.45806884765625,1.498770236968994,13.184868812561035,13.349645785269898,-5.8436966,-35.1979967,,30.0,37.0,8.075,16.0,50.59,,655.875,,,1,Etanol,,,0.0,0.6666666666666666,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:36.120023,2026-02-02T16:02:09,14.3,18.0,,28.0,4268.302304253966,90.9554807514814,-1.01753568649292,-0.4046200811862945,6.969521045684815,7.055020899304932,-5.8436966,-35.1979967,,18.0,37.0,5.175,14.0,50.59,,578.78,,,0,Gasolina,,,0.0,0.7666666666666667,68.0,0.0,2.0,0.53,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:37.118632,2026-02-02T16:02:09,14.3,19.0,,26.0,4255.654386261196,96.09743106675529,3.4787750244140625,1.2306196689605713,10.079588890075684,10.733797679901407,-5.8436562,-35.1982984,,2.5,37.0,4.875,14.0,50.59,,488.05,,,0,Gasolina,,,0.0,0.8333333333333334,68.0,0.0,2.0,0.5,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:38.118994,2026-02-02T16:02:09,14.3,19.0,,24.0,4837.7056928036445,103.80143700368401,-0.5985504388809204,0.5770025849342346,9.15542697906494,9.193097289809106,-5.8436562,-35.1982984,,3.0,37.0,4.825,14.0,50.59,,488.05,,,0,Etanol,,,0.0,0.6333333333333333,68.0,0.0,2.0,0.57,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:39.119383,2026-02-02T16:02:09,14.3,21.0,,25.0,5982.370561661319,107.08716448038338,0.646434485912323,-0.4405331015586853,12.21042823791504,12.235460952143102,-5.8436562,-35.1982984,,3.5,37.0,4.725,14.0,50.59,,494.715,,,0,Etanol,,,0.0,0.7333333333333333,68.0,0.0,2.0,1.0,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:40.119008,2026-02-02T16:02:09,14.3,21.0,,26.0,4279.205337366497,89.47741720153508,-1.6663644313812256,-0.4453215301036834,8.753201484680176,8.921525537415313,-5.8436562,-35.1982984,,3.5,37.0,4.875,14.0,50.59,,494.715,,,0,Etanol,,,0.0,0.8666666666666667,68.0,0.0,2.0,0.93,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:41.118768,2026-02-02T16:02:09,14.3,22.0,,26.0,5454.747610661723,117.77322678295933,0.0430956296622753,0.5554547905921936,10.781089782714844,10.795475170674342,-5.8436562,-35.1982984,,3.5,37.0,4.7749999999999995,14.0,50.59,,402.12,,,0,Etanol,,,0.0,0.8666666666666667,68.0,0.0,2.0,0.83,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:42.120993,2026-02-02T16:02:09,14.3,22.0,,26.0,5564.1961012419,82.89504874632009,-1.7573440074920654,0.4094084799289703,8.851364135742188,9.033411333909749,-5.8436343,-35.1985068,,3.5,37.0,4.825,15.0,50.59,,369.12,,,0,Etanol,,,0.0,0.7333333333333333,68.0,0.0,1.0,0.8,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:43.118826,2026-02-02T16:02:09,14.3,22.0,,28.0,5445.653822495522,116.80884895578217,-0.2633621990680694,1.9991583824157717,10.596736907958984,10.786882171525807,-5.8436343,-35.1985068,,2.5,37.0,5.525,15.0,50.59,,369.12,,,0,Etanol,,,0.0,0.6333333333333333,68.0,0.0,1.0,0.83,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:44.119135,2026-02-02T16:02:09,14.3,22.0,,26.0,5898.396642574215,105.13310241304,-2.808398485183716,0.3998316824436188,10.527304649353027,10.90280287844175,-5.8436343,-35.1985068,,2.0,37.0,5.699999999999999,15.0,50.59,,369.12,,,0,Etanol,,,1.0,0.5666666666666667,68.0,0.0,1.0,0.9,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:45.118310,2026-02-02T16:02:09,14.3,23.0,,26.0,4797.035148826268,95.95754677301697,-0.3184288144111633,1.7764976024627686,7.280767440795898,7.501127593126044,-5.8436343,-35.1985068,,,37.0,5.75,15.0,50.59,,388.48,,,0,Etanol,,,1.0,0.7,68.0,0.0,1.0,0.87,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:46.119666,2026-02-02T16:02:09,14.3,21.0,,26.0,4107.077089812562,95.744977919011,2.4588451385498047,-0.8475474119186401,9.497797966003418,9.84745765331533,-5.8436343,-35.1985068,,3.0,37.0,4.625,14.0,50.59,,333.645,,,0,Etanol,,,0.0,0.7,68.0,0.0,1.0,0.87,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:47.118692,2026-02-02T16:02:09,14.3,23.0,,26.0,5850.640690492538,96.15759533481516,1.2665326595306396,0.8930372595787048,8.540117263793945,8.679586591768354,-5.8437469,-35.1985656,,3.0,37.0,4.925,14.0,50.59,,343.79,,,0,Etanol,,,0.0,0.8333333333333334,68.0,0.0,1.0,0.73,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:48.119531,2026-02-02T16:02:09,14.3,24.0,,32.0,5616.64090056475,83.77379588849256,0.6248866319656372,1.8148049116134644,8.966285705566406,9.169420893593562,-5.8437469,-35.1985656,,3.0,37.0,5.575,15.0,50.59,,367.52,,,0,Etanol,,,0.0,0.7333333333333333,68.0,0.0,1.0,0.73,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:49.118786,2026-02-02T16:02:09,14.3,44.0,,49.0,5379.5898559490015,86.63101029655664,1.7525556087493896,1.486799240112305,8.863334655761719,9.156458068608416,-5.8437469,-35.1985656,,19.0,37.0,8.0,17.0,50.59,,655.46,,,1,Etanol,,,1.0,0.6,68.0,0.0,2.0,0.53,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:50.118369,2026-02-02T16:02:09,14.3,84.0,,78.0,4257.297559895671,98.72921780330516,1.994369983673096,1.984793186187744,9.430760383605955,9.841552572470723,-5.8437469,-35.1985656,,5.5,37.0,20.75,21.0,50.59,,1500.105,,,1,Gasolina,,,0.0,0.7666666666666667,68.0,0.0,2.0,0.73,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:51.118987,2026-02-02T16:02:09,14.3,70.0,,73.0,4361.288729611266,89.78230623197024,0.9169792532920836,2.28406834602356,9.081207275390623,9.408833335694842,-5.8437469,-35.1985656,,15.5,36.0,22.549999999999997,21.0,50.59,,1283.595,,,1,Gasolina,,,0.0,0.7333333333333333,68.0,0.0,2.0,0.8,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:52.119679,2026-02-02T16:02:09,14.3,70.0,,66.0,4001.953034325018,99.92363291515085,0.5171475410461426,2.5761611461639404,9.241618156433104,9.60789019397749,-5.8437975,-35.1986905,,17.0,36.0,30.125,23.0,50.59,,1679.875,,,1,Gasolina,,,0.0,0.9666666666666668,68.0,0.0,2.0,0.83,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:53.118616,2026-02-02T16:02:09,14.3,15.0,,22.0,5388.126187210002,102.61303641903152,-0.3423708379268646,1.0247182846069336,10.012551307678224,10.0706727204472,-5.8437975,-35.1986905,,22.0,36.0,7.1,15.0,50.59,,624.3399999999999,,,0,Gasolina,,,0.0,0.8666666666666667,68.0,0.0,2.0,0.77,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:54.118929,2026-02-02T16:02:09,14.3,17.0,,52.0,4212.9232105537485,98.0605128865686,-0.0454898327589035,2.106897592544556,10.467450141906738,10.677480941854116,-5.8437975,-35.1986905,,15.5,36.0,6.5249999999999995,21.0,50.59,,798.68,,,1,Gasolina,,,0.0,0.8,68.0,0.0,2.0,0.77,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:55.118257,2026-02-02T16:02:09,14.3,78.0,,74.0,5126.086221963114,115.6443138584946,0.6991068720817566,1.800439715385437,10.42195987701416,10.599414194445943,-5.8437975,-35.1986905,,14.5,36.0,25.65,22.0,50.59,,1853.28,,,1,Gasolina,,,0.0,0.7333333333333333,68.0,0.0,2.0,0.8,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:56.118707,2026-02-02T16:02:09,14.3,64.0,,65.0,4896.561868551364,89.8116305127338,0.3902548849582672,1.8483237028121948,9.68694019317627,9.869417900351827,-5.8437975,-35.1986905,,18.5,36.0,25.65,22.0,50.59,,1687.7399999999998,,,1,Gasolina,,,0.0,0.9333333333333332,68.0,0.0,2.0,0.83,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:57.118237,2026-02-02T16:02:09,14.3,64.0,,63.0,4181.17132019883,81.1831564488132,0.0766144543886184,1.4101848602294922,9.617507934570312,9.720645553982752,-5.8437525,-35.1990121,,21.0,36.0,26.275,22.0,50.59,,1687.7399999999998,,,1,Gasolina,,,0.0,0.9,68.0,0.0,2.0,0.9,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:58.118749,2026-02-02T16:02:09,14.3,55.0,,57.0,4746.338804447127,112.43141340958323,0.6991068720817566,1.577778935432434,9.148244857788086,9.309592943073955,-5.8437525,-35.1990121,,25.5,36.0,24.25,21.0,50.59,,1625.595,,,1,Gasolina,,,0.0,0.8666666666666667,68.0,0.0,2.0,0.63,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:02:59.118602,2026-02-02T16:02:09,14.3,41.0,,40.0,5045.579903218492,104.45500548937659,-0.2298433631658554,1.0462661981582642,9.346963882446287,9.408147253777194,-5.8437525,-35.1990121,,10.0,36.0,5.699999999999999,15.0,50.59,,1219.5,,,1,Gasolina,,,0.0,0.9666666666666668,68.0,0.0,2.0,0.77,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:00.118436,2026-02-02T16:02:09,14.3,22.0,,28.0,4355.365206865412,103.36921636920286,0.3591302633285522,0.181959331035614,9.955090522766112,9.963227943827093,-5.8437525,-35.1990121,,-16.5,36.0,4.825,16.0,50.59,,789.25,,,0,Gasolina,,,0.0,0.6333333333333333,68.0,0.0,2.0,0.8,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:01.118827,2026-02-02T16:02:09,14.3,22.0,,26.0,4521.19556136817,113.09945212659798,-0.2466027736663818,-0.150834709405899,9.30386734008789,9.30835707950096,-5.8437525,-35.1990121,,2.0,36.0,4.825,14.0,50.59,,589.68,,,0,Etanol,,,0.0,0.8333333333333334,68.0,0.0,2.0,1.0,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:02.118393,2026-02-02T16:02:09,14.3,20.0,,25.0,4255.001139968674,116.44829431593722,0.0407014302909374,-0.5650315880775452,9.586383819580078,9.603107415741006,-5.8437076,-35.1994185,,2.0,36.0,4.7749999999999995,14.0,50.59,,546.35,,,0,Etanol,,,0.0,0.8333333333333334,68.0,0.0,2.0,1.0,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:03.117744,2026-02-02T16:02:09,14.3,22.0,,25.0,5080.98448121961,100.57945934635848,0.3902548849582672,-0.48602294921875,10.338163375854492,10.356936765678366,-5.8437076,-35.1994185,,2.5,37.0,4.825,14.0,50.59,,476.655,,,0,Etanol,,,0.0,0.8666666666666667,68.0,0.0,2.0,1.0,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:04.118605,2026-02-02T16:02:09,14.3,21.0,,26.0,5117.708487496726,106.71587876252902,0.0837970599532127,0.8690952062606812,11.204863548278809,11.238830702539712,-5.8437076,-35.1994185,,2.0,37.0,4.475,14.0,50.59,,430.755,,,0,Etanol,,,0.0,0.8666666666666667,68.0,0.0,1.0,1.0,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:05.118029,2026-02-02T16:02:09,14.3,21.0,,34.0,5818.460670181253,105.76085550692373,-0.0023942016996443,1.1540051698684692,11.130643844604492,11.190306790241133,-5.8437076,-35.1994185,,11.0,37.0,4.7749999999999995,15.0,50.59,,427.535,,,0,Etanol,,,0.0,0.7333333333333333,68.0,0.0,1.0,0.73,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:06.118981,2026-02-02T16:02:09,14.3,100.0,,95.0,5859.172880675262,92.60944565453588,0.2298433631658554,2.5546131134033203,11.168951034545898,11.45968338754817,-5.8437076,-35.1994185,,0.5,36.0,23.925,25.0,50.59,,2017.21,,,1,Gasolina,,,1.0,0.5333333333333333,68.0,0.0,2.0,0.7,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:07.120405,2026-02-02T16:02:09,14.3,86.0,,90.0,4476.9967439282245,81.75411876975909,0.1436520963907241,1.8531121015548704,8.621520042419434,8.819595695244002,-5.8436826,-35.1996445,,3.5,36.0,26.9,25.0,50.59,,1922.255,,,1,Gasolina,,,0.0,0.7666666666666667,68.0,0.0,2.0,0.7,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:08.118985,2026-02-02T16:02:09,14.3,87.0,,87.0,5438.890365254581,118.88837638934916,0.0670376494526863,2.4205379486083984,9.339780807495115,9.648575207726353,-5.8436826,-35.1996445,,5.5,36.0,30.875,25.0,50.59,,2074.59,,,1,Gasolina,,,0.0,0.7666666666666667,68.0,0.0,2.0,0.7,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:09.118524,2026-02-02T16:02:09,14.3,85.0,,86.0,5612.1868826447535,115.93028362100415,0.0167594123631715,2.408566951751709,9.402029991149902,9.705650086081588,-5.8436826,-35.1996445,,11.5,36.0,36.475,25.0,50.59,,2175.04,,,1,Gasolina,,,0.0,0.9666666666666668,68.0,0.0,2.0,0.9,313.0,-7.03,Gasolina
,,App2Car,2026-02-02T16:03:10.117862,2026-02-02T16:02:09,14.3,88.0,,86.0,5299.275352676266,86.80644507119035,-0.6272808313369751,2.3487119674682617,9.224859237670898,9.539809070538755,-5.8436826,-35.1996445,,11.5,36.0,36.475,26.0,56.08,,2439.65,,,1,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.9,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:11.118750,2026-02-02T16:02:09,14.3,84.0,,37.0,5590.9423508849695,89.33684016357226,-0.7565677165985107,0.629675030708313,9.86889934539795,9.91786567985737,-5.8436826,-35.1996445,,5.5,36.0,6.0,16.0,56.08,,1988.3,,,1,Gasolina,,,0.0,0.8666666666666667,73.0,0.0,2.0,0.87,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:12.119299,2026-02-02T16:02:09,14.3,100.0,,23.0,4489.101230208886,92.63510152720644,0.2489969730377197,1.417367458343506,10.065223693847656,10.16757876840624,-5.8436483,-35.2000436,,-3.5,36.0,37.675,24.0,56.08,,2632.5,,,1,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.8,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:13.118728,2026-02-02T16:02:09,14.3,89.0,,88.0,5120.703854636119,115.18975977455698,0.2059013396501541,1.800439715385437,9.349357604980469,9.523364224695651,-5.8436483,-35.2000436,,7.5,36.0,33.1,26.0,56.08,,2495.0,,,1,Gasolina,,,0.0,0.8333333333333334,73.0,0.0,2.0,0.9,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:14.118749,2026-02-02T16:02:09,14.3,87.0,,87.0,5614.7513236355035,108.98543353886048,-0.1915361285209655,1.8339585065841677,9.255983352661133,9.437866163341226,-5.8436483,-35.2000436,,9.5,35.0,34.0,26.0,56.08,,2509.76,,,1,Gasolina,,,0.0,0.8666666666666667,73.0,0.0,2.0,0.9,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:15.118832,2026-02-02T16:02:09,14.3,88.0,,88.0,5154.419970110366,105.81097452955876,0.0383072271943092,1.7501614093780518,9.169792175292969,9.335396131959032,-5.8436483,-35.2000436,,10.5,35.0,36.25,26.0,56.08,,2602.865,,,1,Gasolina,,,0.0,0.8666666666666667,73.0,0.0,2.0,0.93,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:16.118704,2026-02-02T16:02:09,14.3,90.0,,88.0,4849.868218684278,93.46134928556384,-0.4022258818149566,1.482010841369629,9.318233489990234,9.443919587116069,-5.8436483,-35.2000436,,11.0,35.0,38.425,27.0,56.08,,2841.3,,,1,Gasolina,,,0.0,0.7666666666666667,73.0,0.0,2.0,0.93,372.0,-3.13,Gasolina
,,App2Car,2026-02-02T16:03:17.119165,2026-02-02T16:02:09,14.3,90.0,,88.0,4163.421574510395,90.77891281218832,0.0742202550172805,1.7310078144073486,9.313444137573242,9.473232732467388,-5.8436058,-35.2005432,,13.0,35.0,38.9,27.0,56.08,,2841.3,,,1,Gasolina,,,0.0,0.7333333333333333,73.0,0.0,2.0,0.93,372.0,-3.13,Gasolina
